<start> geh . <end>	<start> go . <end>
<start> kommt bitte . <end>	<start> please come . <end>
<start> kommen sie bitte . <end>	<start> please come . <end>
<start> sing bitte . <end>	<start> please sing . <end>
<start> halten sie bitte an ! <end>	<start> please stop ! <end>
<start> bitte warten sie . <end>	<start> please wait . <end>
<start> stell es zuruck . <end>	<start> put it back . <end>
<start> leg es hin ! <end>	<start> put it down . <end>
<start> legen sie es hin ! <end>	<start> put it down . <end>
<start> legt es hin ! <end>	<start> put it down . <end>
<start> nimm das auf ! <end>	<start> record this . <end>
<start> nehmen sie das auf ! <end>	<start> record this . <end>
<start> nehmt das auf ! <end>	<start> record this . <end>
<start> lass tom frei ! <end>	<start> release tom . <end>
<start> lassen sie tom frei ! <end>	<start> release tom . <end>
<start> lasst tom frei ! <end>	<start> release tom . <end>
<start> lass ihn frei ! <end>	<start> release him . <end>
<start> merk es dir . <end>	<start> remember it . <end>
<start> schieayt zuruck . <end>	<start> return fire . <end>
<start> schieayen sie zuruck . <end>	<start> return fire . <end>
<start> verabschiede dich ! <end>	<start> say goodbye . <end>
<start> verabschiedet euch ! <end>	<start> say goodbye . <end>
<start> sag a zauf wiedersehen ! a ! <end>	<start> say goodbye . <end>
<start> sagt a zauf wiedersehen ! a ! <end>	<start> say goodbye . <end>
<start> nichts sagen ! <end>	<start> say nothing . <end>
<start> sag nichts . <end>	<start> say nothing . <end>
<start> schick tom herein ! <end>	<start> send tom in . <end>
<start> schicken sie tom herein ! <end>	<start> send tom in . <end>
<start> schickt tom herein ! <end>	<start> send tom in . <end>
<start> gehen wir ? <end>	<start> shall we go ? <end>
<start> sie hat ihn gebissen . <end>	<start> she bit him . <end>
<start> sie biss ihn . <end>	<start> she bit him . <end>
<start> sie wurde rot . <end>	<start> she blushed . <end>
<start> sie errotete . <end>	<start> she blushed . <end>
<start> sie lief rot an . <end>	<start> she blushed . <end>
<start> sie wurde ohnmachtig . <end>	<start> she fainted . <end>
<start> sie hat ihn geschlagen . <end>	<start> she hit him . <end>
<start> sie ist schroff . <end>	<start> she is curt . <end>
<start> sie ist nett . <end>	<start> she is kind . <end>
<start> sie ist freundlich . <end>	<start> she is kind . <end>
<start> sie ist liebenswurdig . <end>	<start> she is kind . <end>
<start> sie rutschte aus . <end>	<start> she slipped . <end>
<start> sie ist ausgerutscht . <end>	<start> she slipped . <end>
<start> sie wachte auf . <end>	<start> she woke up . <end>
<start> sie hat einen hund . <end>	<start> she is a dog . <end>
<start> sie ist glucklich . <end>	<start> she is happy . <end>
<start> bring ihn herein . <end>	<start> show him in . <end>
<start> bringen sie ihn herein . <end>	<start> show him in . <end>
<start> setz dich zu mir ! <end>	<start> sit with me . <end>
<start> raus mit der sprache ! <end>	<start> spit it out . <end>
<start> geh zur seite ! <end>	<start> stand aside . <end>
<start> gehen sie zur seite ! <end>	<start> stand aside . <end>
<start> steht still ! <end>	<start> stand still . <end>
<start> stehen sie still ! <end>	<start> stand still . <end>
<start> stehe still ! <end>	<start> stand still . <end>
<start> fang noch einmal an . <end>	<start> start again . <end>
<start> beginnen sie noch einmal . <end>	<start> start again . <end>
<start> geh rein ! <end>	<start> step inside . <end>
<start> bleibt dabei ! <end>	<start> stick to it ! <end>
<start> bleibe dabei ! <end>	<start> stick to it ! <end>
<start> bleiben sie dabei ! <end>	<start> stick to it ! <end>
<start> bleib dabei ! <end>	<start> stick to it ! <end>
<start> hor auf zu weinen ! <end>	<start> stop crying . <end>
<start> beweg dich nicht ! <end>	<start> stop moving ! <end>
<start> probier es nicht langer . <end>	<start> stop trying . <end>
<start> probiert es nicht langer . <end>	<start> stop trying . <end>
<start> probieren sie es nicht langer . <end>	<start> stop trying . <end>
<start> haltet den dieb ! <end>	<start> stop ! thief ! <end>
<start> uberrasche mich . <end>	<start> surprise me . <end>
<start> uberraschen sie mich . <end>	<start> surprise me . <end>
<start> uberrascht mich . <end>	<start> surprise me . <end>
<start> geh baden ! <end>	<start> take a bath . <end>
<start> bade ! <end>	<start> take a bath . <end>
<start> badet ! <end>	<start> take a bath . <end>
<start> baden sie ! <end>	<start> take a bath . <end>
<start> beiay mal rein ! <end>	<start> take a bite . <end>
<start> nimm eine karte ! <end>	<start> take a card . <end>
<start> nehmen sie eine karte ! <end>	<start> take a card . <end>
<start> schau mal . <end>	<start> take a look . <end>
<start> setz dich ! <end>	<start> take a seat . <end>
<start> setzen sie sich ! <end>	<start> take a seat . <end>
<start> setz dich hin ! <end>	<start> take a seat . <end>
<start> geh spazieren ! <end>	<start> take a walk . <end>
<start> gehen sie spazieren ! <end>	<start> take a walk . <end>
<start> geht spazieren ! <end>	<start> take a walk . <end>
<start> handele ! <end>	<start> take action . <end>
<start> handeln sie ! <end>	<start> take action . <end>
<start> handelt ! <end>	<start> take action . <end>
<start> nimm meinen wagen ! <end>	<start> take my car . <end>
<start> nehmen sie meinen wagen ! <end>	<start> take my car . <end>
<start> nehmt meinen wagen ! <end>	<start> take my car . <end>
<start> rede langsamer . <end>	<start> talk slower . <end>
<start> sprich mit tom ! <end>	<start> talk to tom . <end>
<start> tee bitte . <end>	<start> tea , please . <end>
<start> erteil tom eine absage . <end>	<start> tell tom no . <end>
<start> erteilen sie tom eine absage . <end>	<start> tell tom no . <end>
<start> erteilt tom eine absage . <end>	<start> tell tom no . <end>
<start> das hat geholfen . <end>	<start> that helped . <end>
<start> das ist alles . <end>	<start> that is all . <end>
<start> das ist cool . <end>	<start> that is cool . <end>
<start> das ist geil . <end>	<start> that is cool . <end>
<start> das ist blod . <end>	<start> that is dumb . <end>
<start> das ist in ordnung . <end>	<start> that is fine . <end>
<start> das ist gratis . <end>	<start> that is free . <end>
<start> das gehort ihr . <end>	<start> that is hers . <end>
<start> das ist enorm . <end>	<start> that is huge . <end>
<start> so ist das leben . <end>	<start> that is life . <end>
<start> das ist milch . <end>	<start> that is milk . <end>
<start> das gehort mir . <end>	<start> that is mine . <end>
<start> das ist in ordnung . <end>	<start> that is okay . <end>
<start> das ist okay . <end>	<start> that is okay . <end>
<start> das ist vorbei . <end>	<start> that is over . <end>
<start> das stimmt . <end>	<start> that is true . <end>
<start> das ist klug . <end>	<start> that is wise . <end>
<start> der fernseher ist an . <end>	<start> the tv s on . <end>
<start> da ist es ja ! <end>	<start> there it is ! <end>
<start> da ist er ja ! <end>	<start> there it is ! <end>
<start> da ist sie ja ! <end>	<start> there it is ! <end>
<start> da ist er . <end>	<start> there it is . <end>
<start> da ist es . <end>	<start> there it is . <end>
<start> da ist sie . <end>	<start> there it is . <end>
<start> dort ist tom . <end>	<start> there is tom . <end>
<start> sie brannten . <end>	<start> they burned . <end>
<start> sie sind verbrannt . <end>	<start> they burned . <end>
<start> sie riefen an . <end>	<start> they called . <end>
<start> sie haben angerufen . <end>	<start> they called . <end>
<start> sie kamen vorbei . <end>	<start> they called . <end>
<start> sie sind vorbeigekommen . <end>	<start> they called . <end>
<start> sie tanzten . <end>	<start> they danced . <end>
<start> sie haben es geschafft . <end>	<start> they did it . <end>
<start> sie umarmten sich . <end>	<start> they hugged . <end>
<start> sie druckten sich . <end>	<start> they hugged . <end>
<start> sie kussten sich . <end>	<start> they kissed . <end>
<start> sie konnen gehen . <end>	<start> they may go . <end>
<start> die durfen gehen . <end>	<start> they may go . <end>
<start> sie sahen mich . <end>	<start> they saw me . <end>
<start> die haben mich gesehen . <end>	<start> they saw me . <end>
<start> sie lachelten . <end>	<start> they smiled . <end>
<start> sie warteten . <end>	<start> they waited . <end>
<start> sie gingen zu fuay . <end>	<start> they walked . <end>
<start> sie sind schlecht . <end>	<start> they are bad . <end>
<start> sie sind neu . <end>	<start> they are new . <end>
<start> sie sind alt . <end>	<start> they are old . <end>
<start> denk noch mal nach ! <end>	<start> think again . <end>
<start> dies ist tom . <end>	<start> this is tom . <end>
<start> das ist tom . <end>	<start> this is tom . <end>
<start> hier spricht tom . <end>	<start> this is tom . <end>
<start> das ist groay . <end>	<start> this is big . <end>
<start> das ist seins . <end>	<start> this is his . <end>
<start> das ist eis . <end>	<start> this is ice . <end>
<start> das ist neu . <end>	<start> this is new . <end>
<start> das ist tee . <end>	<start> this is tea . <end>
<start> das ist mist . <end>	<start> this stinks . <end>
<start> tom ging essen . <end>	<start> tom ate out . <end>
<start> tom hat mich geschlagen . <end>	<start> tom beat me . <end>
<start> tom rulpste . <end>	<start> tom belched . <end>
<start> tom blinzelte . <end>	<start> tom blinked . <end>
<start> tom zwinkerte . <end>	<start> tom blinked . <end>
<start> tom wurde rot . <end>	<start> tom blushed . <end>
<start> tom kam vorbei . <end>	<start> tom came by . <end>
<start> tom kam rein . <end>	<start> tom came in . <end>
<start> tom kann gewinnen . <end>	<start> tom can win . <end>
<start> tom hat sich verandert . <end>	<start> tom changed . <end>
<start> tom veranderte sich . <end>	<start> tom changed . <end>
<start> tom hat betrogen . <end>	<start> tom cheated . <end>
<start> tom betrog . <end>	<start> tom cheated . <end>
<start> tom schummelte . <end>	<start> tom cheated . <end>
<start> tom hat geschummelt . <end>	<start> tom cheated . <end>
<start> tom jubelte . <end>	<start> tom cheered . <end>
<start> tom klatschte . <end>	<start> tom clapped . <end>
<start> tom hustete . <end>	<start> tom coughed . <end>
<start> tom hat entschieden . <end>	<start> tom decided . <end>
<start> tom ertrank . <end>	<start> tom drowned . <end>
<start> tom entkam . <end>	<start> tom escaped . <end>
<start> tom atmete aus . <end>	<start> tom exhaled . <end>
<start> tom wurde ohnmachtig . <end>	<start> tom fainted . <end>
<start> tom runzelte die stirn . <end>	<start> tom frowned . <end>
<start> tom blickte finster drein . <end>	<start> tom frowned . <end>
<start> tom gab auf . <end>	<start> tom gave in . <end>
<start> tom gab auf . <end>	<start> tom gave up . <end>
<start> tom versteht das . <end>	<start> tom gets it . <end>
<start> tom kicherte . <end>	<start> tom giggled . <end>
<start> tom freute sich hamisch . <end>	<start> tom gloated . <end>
<start> tom wurde bose . <end>	<start> tom got mad . <end>
<start> tom grinste . <end>	<start> tom grinned . <end>
<start> tom achzte . <end>	<start> tom groaned . <end>
<start> tom stohnte . <end>	<start> tom groaned . <end>
<start> tom hatte spaay . <end>	<start> tom had fun . <end>
<start> tom leidet unter zwangen . <end>	<start> tom has ocd . <end>
<start> tom leidet an einer zwangserkrankung . <end>	<start> tom has ocd . <end>
<start> tom hat mir weh getan . <end>	<start> tom hurt me . <end>
<start> tom hat mir wehgetan . <end>	<start> tom hurt me . <end>
<start> tom hat eingeatmet . <end>	<start> tom inhaled . <end>
<start> tom ist schallplattenunterhalter . <end>	<start> tom is a dj . <end>
<start> tom ist wieder da . <end>	<start> tom is back . <end>
<start> tom ist zuruck . <end>	<start> tom is back . <end>
<start> tom hat eine glatze . <end>	<start> tom is bald . <end>
<start> tom ist kahl . <end>	<start> tom is bald . <end>
<start> tom ist beschaftigt . <end>	<start> tom is busy . <end>
<start> tom hat zu tun . <end>	<start> tom is busy . <end>
<start> tom ist ruhig . <end>	<start> tom is calm . <end>
<start> tom ist kalt . <end>	<start> tom is cold . <end>
<start> tom friert . <end>	<start> tom is cold . <end>
<start> tom ist ein hammertyp . <end>	<start> tom is cool . <end>
<start> tom ist cool . <end>	<start> tom is cool . <end>
<start> tom ist suay . <end>	<start> tom is cute . <end>
<start> tom ist fertig . <end>	<start> tom is done . <end>
<start> tom ist deprimiert . <end>	<start> tom is down . <end>
<start> tom ist bose . <end>	<start> tom is evil . <end>
<start> tom ist fair . <end>	<start> tom is fair . <end>
<start> tom ist schnell . <end>	<start> tom is fast . <end>
<start> tom geht es gut . <end>	<start> tom is fine . <end>
<start> tom ist satt . <end>	<start> tom is full . <end>
<start> tom ist froh . <end>	<start> tom is glad . <end>
<start> tom ist weg . <end>	<start> tom is gone . <end>
<start> tom ist brav . <end>	<start> tom is good . <end>
<start> tom ist da . <end>	<start> tom is here . <end>
<start> tom ist zu hause . <end>	<start> tom is home . <end>
<start> tom ist verletzt . <end>	<start> tom is hurt . <end>
<start> tom ist gutig . <end>	<start> tom is kind . <end>
<start> tom ist der letzte . <end>	<start> tom is last . <end>
<start> tom ist zu spat . <end>	<start> tom is late . <end>
<start> tom ist faul . <end>	<start> tom is lazy . <end>
<start> tom hat sich verirrt . <end>	<start> tom is lost . <end>
<start> tom ist laut . <end>	<start> tom is loud . <end>
<start> tom ist gemein . <end>	<start> tom is mean . <end>
<start> tom ist nett . <end>	<start> tom is nice . <end>
<start> tom hat einen dachschaden . <end>	<start> tom is nuts . <end>
<start> tom ist arm . <end>	<start> tom is poor . <end>
<start> tom ist reich . <end>	<start> tom is rich . <end>
<start> tom ist unhoflich . <end>	<start> tom is rude . <end>
<start> tom ist ein rupel . <end>	<start> tom is rude . <end>
<start> tom ist in sicherheit . <end>	<start> tom is safe . <end>
<start> tom ist krank . <end>	<start> tom is sick . <end>
<start> tom ist schlank . <end>	<start> tom is slim . <end>
<start> tom hat eine lange leitung . <end>	<start> tom is slow . <end>
<start> tom ist sich sicher . <end>	<start> tom is sure . <end>
<start> tom ist groay . <end>	<start> tom is tall . <end>
<start> tom ist dunn . <end>	<start> tom is thin . <end>
<start> tom ist ordentlich . <end>	<start> tom is tidy . <end>
