geh.	go.
wir waren zuerst da.	we arrived first.
wir haben die pizza gegessen.	we ate the pizza.
wir fingen an, uns zu kussen.	we began to kiss.
wir konnen das nicht.	we can't do that.
wir konnen nicht aufgeben.	we can't give up.
wir durfen nicht aufgeben.	we can't give up.
wir konnen nicht zuruck.	we can't go back.
wir konnen nicht zuruckgehen.	we can't go back.
wir konnen es nicht riskieren.	we can't risk it.
wir schließen um 18.30 uhr.	we close at 6:30.
wir konnten beide gehen.	we could both go.
wir hatten sterben konnen.	we could've died.
wir konnten nicht aufhoren.	we couldn't stop.
wir verlangen taten!	we demand action.
wir sind auf dich angewiesen.	we depend on you.
wir sind auf euch angewiesen.	we depend on you.
wir sind auf sie angewiesen.	we depend on you.
das haben wir nicht gemerkt.	we didn't notice.
das haben wir nicht bemerkt.	we didn't notice.
das haben wir nicht mitbekommen.	we didn't notice.
wir haben ihn gestort.	we disturbed him.
wir storten ihn.	we disturbed him.
so was tun wir nicht.	we don't do that.
wir haben es nicht.	we don't have it.
uns gefallt es nicht.	we don't like it.
wir mogen es nicht.	we don't like it.
wir wollen es nicht.	we don't want it.
wir haben ein ganz schlechtes gewissen.	we feel very bad.
wir haben es hier gefunden.	we found it here.
wir haben sie hier gefunden.	we found it here.
wir haben ihn hier gefunden.	we found it here.
wir haben unser wort gegeben.	we gave our word.
wir wurden getrennt.	we got separated.
wir aßen fruhstuck.	we had breakfast.
wir haben fruhstuck gegessen.	we had breakfast.
wir hatten keine wahl.	we had no choice.
wir verabscheuen gewalt.	we hate violence.
wir haben eine theorie.	we have a theory.
wir haben kein geld.	we have no money.
wir haben keine beweise.	we have no proof.
wir haben keinen beweis.	we have no proof.
wir haben keinen zucker.	we have no sugar.
wir haben kein wasser.	we have no water.
wir mussen es tun.	we have to do it.
wir mussen uns konzentrieren.	we have to focus.
wir mussen weitermachen.	we have to go on.
wir mussen uns beeilen.	we have to hurry.
wir mussen anfangen.	we have to start.
wir mussen loslegen.	we have to start.
wir mussen lernen.	we have to study.
wir haben zwei ohren.	we have two ears.
wir haben zwei kinder.	we have two kids.
wir haben zwei sohne.	we have two sons.
wir haben noch nicht gegessen.	we haven't eaten.
wir vernahmen ein gerausch.	we heard a noise.
wir horten ein gerausch.	we heard a noise.
wir horten schusse.	we heard gunfire.
wir helfen den armen.	we help the poor.
wir sind gerade fertig geworden.	we just finished.
wir sind gerade zuruckgekommen.	we just got back.
wir sind hier gerade erst angekommen.	we just got here.
wir sind gerade erst eingezogen.	we just moved in.
wir bleiben in kontakt.	we keep in touch.
wir blieben in kontakt.	we kept in touch.
wir sind in verbindung geblieben.	we kept in touch.
wir haben wort gehalten.	we kept our word.
wir wissen das alles.	we know all that.
wir wissen, dass du es bist.	we know it's you.
wir sind zusammen gegangen.	we left together.
wir mogen kinder.	we like children.
wir leben in frieden.	we live in peace.
wir leben zusammen.	we live together.
wir verloren das spiel.	we lost the game.
wir haben das spiel verloren.	we lost the game.
uns sind fehler passiert.	we made mistakes.
wir meinen’s ernst.	we mean business.
wir wollten niemandem etwas zuleide tun.	we meant no harm.
wir hatten nichts boses im sinn.	we meant no harm.
wir trafen uns in boston.	we met in boston.
wir haben uns letzte woche kennengelernt.	we met last week.
wir haben uns am sonntag getroffen.	we met on sunday.
wir haben tom falsch eingeschatzt.	we misjudged tom.
wir vermissen dich auch.	we miss you, too.
wir mussen still sein.	we must be quiet.
wir mussen hilfe holen.	we must get help.
wir mussen tom helfen.	we must help tom.
wir mussen tom aufhalten.	we must stop tom.
wir mussen ihn warnen.	we must warn him.
wir brauchen einen arzt.	we need a doctor.
wir brauchen beweise.	we need evidence.
wir brauchen es dringend.	we need it badly.
wir brauchen jemanden.	we need somebody.
wir mussen anfangen.	we need to begin.
wir mussen uns beeilen.	we need to hurry.
wir mussen uns sputen.	we need to hurry.
wir mussen gehen.	we need to leave.
du musst zuruckkommen.	we need you back.
wir lachten nie.	we never laughed.
wir haben nur tee.	we only have tea.
wir wollen nur dich.	we only want you.
wir spielen baseball.	we play baseball.
wir gehen selten aus.	we rarely go out.
wir sangen fur sie.	we sang for them.
wir haben gesehen, dass tom es getan hat.	we saw tom do it.
wir sahen sie tanzen.	we saw her dance.
wir haben sie tanzen gesehen.	we saw her dance.
wir haben ihren tanz gesehen.	we saw her dance.
wir haben gesehen, wie es passiert ist.	we saw it happen.
wir haben etwas gesehen.	we saw something.
wir teilen einen traum.	we share a dream.
wir sprachen kurz.	we spoke briefly.
wir nahmen tom mit nach hause.	we took tom home.
wir brachten tom nach hause.	we took tom home.
wir wollen einen anwalt.	we want a lawyer.
wir wollen gehen.	we want to leave.
wir wollen weg.	we want to leave.
wir wollen dich hier haben.	we want you here.
wir waren ahnungslos.	we were clueless.
wir irrten uns.	we were mistaken.
wir waren so nah dran!	we were so close.
wir waren so stolz.	we were so proud.
wir waren gestrandet.	we were stranded.
wir saßen fest.	we were stranded.
wir waren am lernen.	we were studying.
wir hatten kein gluck.	we weren't lucky.
wir bringen das in ordnung.	we will fix this.
wir werden nicht versagen.	we will not fail.
wir gewannen den kampf.	we won the fight.
wir haben diesmal gewonnen.	we won this time.
wir haben diesmal den sieg davongetragen.	we won this time.
wir arbeiten zusammen.	we work together.
wir schrieben ihnen.	we wrote to them.
wir sollten besser aufhoren.	we'd better stop.
wir werden okay sein, tom.	we'll be ok, tom.
wir werden tom nachfolgen.	we'll follow tom.
wir werden tom folgen.	we'll follow tom.
wir werden tom holen.	we'll go get tom.
wir werden zu fuß gehen.	we'll go on foot.
wir gehen zu tom.	we'll go see tom.
wir gehen tom besuchen.	we'll go see tom.
wir werden uns wiedersehen.	we'll meet again.
wir werden uns wieder treffen.	we'll meet again.
wir werden es nie erfahren.	we'll never know.
wir werden tom benachrichtigen.	we'll notify tom.
wir reden spater.	we'll talk later.
wir sind toms sohne.	we're tom's sons.
wir sind etwas spat dran.	we're a bit late.
wir haben ein wenig verspatung.	we're a bit late.
wir sind alle hungrig.	we're all hungry.
wir haben alle angst.	we're all scared.
wir sind erstaunt.	we're astonished.
wir sind fruh zuruck.	we're back early.
wir haben beide einen dachschaden.	we're both crazy.
wir sind klassenkameraden.	we're classmates.
uns geht es gut.	we're doing fine.
wir nicken ein.	we're dozing off.
wir dosen weg.	we're dozing off.
wir furchten uns.	we're frightened.
wir haben angst.	we're frightened.
wir verstehen das.	we're getting it.
wir gehen hinunter.	we're going down.
wir gehen nach osten.	we're going east.
wir gehen nach hause.	we're going home.
wir gehen nach westen.	we're going west.
wir sind gut darin.	we're good at it.
wir konnen das gut.	we're good at it.
wir sind bereit zu gehen.	we're good to go.
wir haben spaß.	we're having fun.
wir sind historiker.	we're historians.
wir sind geschichtswissenschaftler.	we're historians.
wir sind analphabeten.	we're illiterate.
wir sind in eile.	we're in a hurry.
wir haben es eilig.	we're in a hurry.
wir sind in schwierigkeiten.	we're in trouble.
wir sind interessiert.	we're interested.
wir haben interesse.	we're interested.
wir sind einfach nur mude.	we're just tired.
wir sind rettungsschwimmer.	we're lifeguards.
wir sind bademeister.	we're lifeguards.
wir meditieren.	we're meditating.
wir meditieren gerade.	we're meditating.
wir sind nichtraucher.	we're nonsmokers.
wir sind nicht furchtsam.	we're not afraid.
wir kommen nicht.	we're not coming.
wir gehen nicht miteinander aus.	we're not dating.
wir sind nicht miteinander verwandt.	we're not family.
wir haben keinen hunger.	we're not hungry.
wir sind keine idioten.	we're not idiots.
wir werden nicht gebraucht.	we're not needed.
wir sind nicht blod.	we're not stupid.
wir sind auf uns allein gestellt.	we're on our own.
wir sind unterwegs.	we're on our way.
wir sind unterwegs.	we're on the way.
wir haben keinen tee mehr.	we're out of tea.
uns ist der tee ausgegangen.	we're out of tea.
wir sind vernunftig.	we're reasonable.
es tut uns auch leid.	we're sorry, too.
wir sind seelenverwandt.	we're soul mates.
wir sind sprachlos.	we're speechless.
wir sind noch immer hier.	we're still here.
wir sind erfolgreich.	we're successful.
wir sind umzingelt!	we're surrounded.
wir fahren los.	we're taking off.
wir heben jetzt ab.	we're taking off.
wir sind die besitzer.	we're the owners.
wir ziehen uns gerade aus.	we're undressing.
wir sind arbeitslos.	we're unemployed.
wir sind untalentiert.	we're untalented.
wir haben großes gluck.	we're very lucky.
es tut uns sehr leid.	we're very sorry.
wir haben schon schlimmeres getan.	we've done worse.
wir haben genug.	we've got enough.
wir haben sie gefunden.	we've located it.
du hast uns gefehlt.	we've missed you.
wir haben schon schlimmeres gesehen.	we've seen worse.
wir haben dem ein ende gesetzt.	we've stopped it.
das haben wir schon ausprobiert.	we've tried that.
schwachlinge verlieren.	weak people lose.
warst du auf der arbeit?	were you at work?
wart ihr auf der arbeit?	were you at work?
waren sie auf der arbeit?	were you at work?
warst du aufgeregt?	were you excited?
warst du eingeladen?	were you invited?
waren sie eingeladen?	were you invited?
wart ihr eingeladen?	were you invited?
warst du eifersuchtig?	were you jealous?
wart ihr eifersuchtig?	were you jealous?
waren sie eifersuchtig?	were you jealous?
waren sie nervos?	were you nervous?
warst du nervos?	were you nervous?
meintest du das ernst?	were you serious?
wurde auf dich geschossen?	were you shot at?
hattest du pech?	were you unlucky?
hattet ihr pech?	were you unlucky?
hatten sie pech?	were you unlucky?
hast du dir sorgen gemacht?	were you worried?
was fur ein schlechter film!	what a bad movie!
was fur ein großer lastwagen!	what a big truck!
was fur ein großer laster!	what a big truck!
was fur ein großer lkw!	what a big truck!
was fur ein sußes baby!	what a cute baby!
was fur ein sußes madchen!	what a cute girl!
was fur eine schone aussicht!	what a fine view!
welch schoner ausblick!	what a fine view!
was fur ein lustiger mann!	what a funny man!
welch komischer mann!	what a funny man!
was fur eine gute idee!	what a good idea!
was fur ein guter schuss!	what a good shot!
was fur ein guter schutze!	what a good shot!
was fur eine schwere tasche!	what a heavy bag!
was fur ein heuchler!	what a hypocrite!
was fur eine gute idee!	what a nice idea!
welch ein albtraum!	what a nightmare!
was fur ein alptraum!	what a nightmare!
was fur ein kluges kerlchen!	what a smart guy!
was hat das verursacht?	what caused that?
was hat dies verursacht?	what caused this?
was hat das verursacht?	what causes this?
was konnte ich sagen?	what could i say?
was hat tom gegessen?	what did tom eat?
was hat tom bekommen?	what did tom get?
was hat es gekostet?	what did it cost?
was hat sie gesagt?	what did she say?
was sagte sie?	what did she say?
was haben sie getan?	what did they do?
was haben sie gemacht?	what did they do?
was hast du gekauft?	what did you buy?
was haben sie gesagt?	what did you say?
was sagtest du?	what did you say?
was sagten sie?	what did you say?
was fuhlst du?	what do you feel?
was hasst du?	what do you hate?
was hast du?	what do you have?
was habt ihr?	what do you have?
was haben sie?	what do you have?
was magst du?	what do you like?
was meinst du?	what do you mean?
was meint ihr?	what do you mean?
was brauchen sie?	what do you need?
was brauchst du?	what do you need?
was braucht ihr?	what do you need?
was willst du?	what do you want?
was wollen sie?	what do you want?
was mochten sie?	what do you want?
was mochtest du?	what do you want?
was macht tom?	what does tom do?
was sagt er?	what does he say?
was besagt es?	what does it say?
was steht da?	what does it say?
was macht sie?	what does she do?
was tut sie?	what does she do?
was passiert jetzt?	what happens now?
was, wenn ich nein sage?	what if i refuse?
was, wenn ich nein sage?	what if i say no?
was, wenn es undicht ist?	what if it leaks?
was ist das alles?	what is all this?
was ist los?	what is going on?
worauf will er hinaus?	what is he after?
was macht er?	what is he doing?
wie heißt er?	what is his name?
wovon handelt es?	what is it about?
was ist sie fur ein mensch?	what is she like?
was fur ein mensch ist sie?	what is she like?
wie ist sie so?	what is she like?
wofur ist das?	what is this for?
welchen monat haben wir?	what month is it?
welcher monat ist heute?	what month is it?
was sollen wir tun?	what shall we do?
was soll ich tun?	what should i do?
was hat tom aufgehalten?	what stopped tom?
wie war es?	what was it like?
was war nicht einfach?	what wasn't easy?
was wird passieren?	what will happen?
was werden wir essen?	what will we eat?
was wirst du tun?	what will you do?
was hat dich geweckt?	what woke you up?
was wirst du haben?	what'll you have?
was ziehst du an?	what'll you wear?
was will tom?	what's tom after?
was macht tom?	what's tom doing?
was hat tom gefunden?	what's tom found?
was hat tom vor?	what's tom up to?
was ist toms job?	what's tom's job?
was ist los?	what's happening?
wie nennt man das?	what's it called?
was bedeutet es dir?	what's it to you?
was lauft gerade im fernsehen?	what's on tv now?
was macht sie?	what's she doing?
was fur ein vogel ist das?	what's that bird?
wo ist der haken?	what's the catch?
warum die eile?	what's the hurry?
was soll das?	what's the point?
was soll das fur einen zweck haben?	what's the point?
wie steht es?	what's the score?
was ist dies fur ein raum?	what's this room?
was hast du fur ein problem?	what's your beef?
wie ist ihr name?	what's your name?
wie heißt du?	what's your name?
wie ist dein name?	what's your name?
welche große hast du?	what's your size?
welche große haben sie?	what's your size?
was ist dein wunsch?	what's your wish?
wie du willst.	whatever you say.
wann hast du nach der arbeit frei?	when are you off?
wann sind sie gegangen?	when did they go?
wann arbeitest du?	when do you work?
wann endet es?	when does it end?
wann endet er?	when does it end?
wann endet sie?	when does it end?
wann fahren wir?	when shall we go?
wohin gehe ich?	where am i going?
wo sind wir gerade?	where are we now?
wo kann ich parken?	where can i park?
wo konnen wir essen?	where can we eat?
wohin bist du gegangen?	where did you go?
wohin seid ihr gegangen?	where did you go?
wohin sind sie gegangen?	where did you go?
wo schlafe ich?	where do i sleep?
wo ist der zoll?	where is customs?
wo ist tom jetzt?	where is tom now?
wo befindet sich tom jetzt?	where is tom now?
wo ist mein ball?	where is my ball?
wo ist mein bier?	where is my beer?
wo ist mein kamm?	where is my comb?
wo ist mein sitzplatz?	where is my seat?
wo ist der bus?	where is the bus?
wo ist die katze?	where is the cat?
wo ist der hund?	where is the dog?
wo ist tom gewesen?	where's tom been?
woher kommt tom?	where's tom from?
wo kommt tom her?	where's tom from?
wo ist tom hin?	where's tom gone?
wo ist ein spiegel?	where's a mirror?
wo ist meine burste?	where's my brush?
wo ist mein papa?	where's my daddy?
wo ist mein terminkalender?	where's my diary?
wo ist mein pferd?	where's my horse?
wo ist mein mittagessen?	where's my lunch?
wo ist meine mami?	where's my mommy?
wo ist mein geld?	where's my money?
wo ist mein telefon?	where's my phone?
wo ist meine pizza?	where's my pizza?
wo ist mein teller?	where's my plate?
wo ist mein hemd?	where's my shirt?
wo ist mein handtuch?	where's my towel?
wo ist meine uhr?	where's my watch?
wo ist der ball?	where's the ball?
wo ist die bank?	where's the bank?
wo ist der chef?	where's the boss?
wo ist der koch?	where's the cook?
wo ist der ausgang?	where's the exit?
wo befindet sich der ausgang?	where's the exit?
wo ist das essen?	where's the food?
wo ist der park?	where's the park?
wo ist der rest?	where's the rest?
wo ist deine tasche?	where's your bag?
wo ist dein auto?	where's your car?
wo ist deine katze?	where's your cat?
wo ist eure katze?	where's your cat?
wo ist ihre katze?	where's your cat?
wo ist dein hund?	where's your dog?
wo ist dein hut?	where's your hat?
wo ist ihr hut?	where's your hat?
wo ist ihr schlussel?	where's your key?
wo ist euer schlussel?	where's your key?
wo ist deine mutter?	where's your mom?
wo ist dein sohn?	where's your son?
welcher ist billiger?	which is cheaper?
welches ist billiger?	which is cheaper?
welche ist billiger?	which is cheaper?
welches ist unser auto?	which is our car?
